OriginalSearch,SearchCity,Location,Link,Price,Area,Bedrooms,Terrace
https://www.huurwoningen.nl/en/in/utrecht/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,utrecht,Utrecht,https://www.huurwoningen.nl/en/huren/utrecht/1519916/oldenburgerstraat/,1491,64,2,Not present
https://www.huurwoningen.nl/en/in/utrecht/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,utrecht,Utrecht,https://www.huurwoningen.nl/en/huren/utrecht/1522412/melissekade/,1500,113,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amstelveen,https://www.huurwoningen.nl/en/huren/amstelveen/1524113/jan-de-noordlaan/,925,102,3,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amstelveen,https://www.huurwoningen.nl/en/huren/amstelveen/1520322/startbaan/,1094,63,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Almere,https://www.huurwoningen.nl/en/huren/almere/1522851/jacob-van-ruysdaelstraat/,1100,93,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Ouderkerk aan de Amstel,https://www.huurwoningen.nl/en/huren/ouderkerk-aan-de-amstel/1515793/theresiastraat/,1105,59,61,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Purmerend,https://www.huurwoningen.nl/en/huren/purmerend/1522675/rocamadour/,1138,50,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,IJmuiden,https://www.huurwoningen.nl/en/huren/ijmuiden/1523636/zandersstraat/,1185,140,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Haarlem,https://www.huurwoningen.nl/en/huren/haarlem/1436796/generaal-joubertstraat/,1200,55,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Uithoorn,https://www.huurwoningen.nl/en/huren/uithoorn/1513106/amstelplein/,1250,85,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Zaandam,https://www.huurwoningen.nl/en/huren/zaandam/1514449/houtveldweg/,1260,61,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1524876/hullenbergweg/,1260,59,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Haarlem,https://www.huurwoningen.nl/en/huren/haarlem/1494149/amsterdamsevaart/,1280,82,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Haarlem,https://www.huurwoningen.nl/en/huren/haarlem/1465889/mauritsstraat/,1325,50,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1519441/bijlmerdreef/,1320,94,3,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Diemen,https://www.huurwoningen.nl/en/huren/diemen/1520576/fregat/,1331,72,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Zaandam,https://www.huurwoningen.nl/en/huren/zaandam/1519767/mahoniehout/,1333,75,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Nederhorst den Berg,https://www.huurwoningen.nl/en/huren/nederhorst-den-berg/1520871/platanenlaan/,1335,129,3,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Uitgeest,https://www.huurwoningen.nl/en/huren/uitgeest/1470261/middelweg/,1350,55,1,Present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1524872/hullenbergweg/,1399,55,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1495705/batteryparkstraat/,1400,58,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Ouderkerk aan de Amstel,https://www.huurwoningen.nl/en/huren/ouderkerk-aan-de-amstel/1520372/theresiastraat/,1400,83,61,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Purmerend,https://www.huurwoningen.nl/en/huren/purmerend/1523200/mont-saint-michel/,1410,57,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1429265/bijlmerplein/,1450,65,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Almere,https://www.huurwoningen.nl/en/huren/almere/1524925/lubitschstraat/,1450,77,3,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Purmerend,https://www.huurwoningen.nl/en/huren/purmerend/1517875/karavaanstraat/,1460,108,2,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Amsterdam,https://www.huurwoningen.nl/en/huren/amsterdam/1505543/david-ricardostraat/,1460,68,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Haarlem,https://www.huurwoningen.nl/en/huren/haarlem/1520127/amerikaweg/,1475,71,1,Not present
https://www.huurwoningen.nl/en/in/amsterdam/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,amsterdam,Haarlem,https://www.huurwoningen.nl/en/huren/haarlem/1519083/monteverdistraat/,1495,74,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Zoeterwoude,https://www.huurwoningen.nl/en/huren/zoeterwoude/1520527/stadhouderslaan/,900,61,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Voorburg,https://www.huurwoningen.nl/en/huren/voorburg/1511943/burgemeester-feithplein/,901,56,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1523784/erasmusweg/,940,85,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Alphen aan den Rijn,https://www.huurwoningen.nl/en/huren/alphen-aan-den-rijn/1521202/zuidpoolsingel/,994,58,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1521248/loosduinse-uitleg/,1006,72,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Gouda,https://www.huurwoningen.nl/en/huren/gouda/1521336/voorzorg/,1151,52,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1494156/haven/,1157,50,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Gouda,https://www.huurwoningen.nl/en/huren/gouda/1512489/maerlantburg/,1180,63,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rijswijk,https://www.huurwoningen.nl/en/huren/rijswijk/1516579/oyevaerswey/,1180,65,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Pijnacker,https://www.huurwoningen.nl/en/huren/pijnacker/1511966/klapwijkseweg/,1210,69,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1494260/haven/,1215,66,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Leiden,https://www.huurwoningen.nl/en/huren/leiden/1522870/schipholweg/,1216,65,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rotterdam,https://www.huurwoningen.nl/en/huren/rotterdam/1522718/palladiostraat/,1240,64,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Uithoorn,https://www.huurwoningen.nl/en/huren/uithoorn/1513106/amstelplein/,1250,85,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Berkel en Rodenrijs,https://www.huurwoningen.nl/en/huren/berkel-en-rodenrijs/1517843/christiaan-eijkmanstraat/,1291,65,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1523420/laakweg/,1332,62,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1485658/nassaustraat/,1344,95,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rotterdam,https://www.huurwoningen.nl/en/huren/rotterdam/1524422/tamboerstraat/,1350,60,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Zoetermeer,https://www.huurwoningen.nl/en/huren/zoetermeer/1524061/nederlandlaan/,1355,76,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Zoeterwoude,https://www.huurwoningen.nl/en/huren/zoeterwoude/1520434/stadhouderslaan/,1357,78,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Rijswijk,https://www.huurwoningen.nl/en/huren/rijswijk/1521338/oyevaerswey/,1360,74,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Delft,https://www.huurwoningen.nl/en/huren/delft/1521696/maria-vincentiastraat/,1370,73,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1517613/maanplein/,1384,76,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1517855/zomertalinglaan/,1395,133,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Noordwijk,https://www.huurwoningen.nl/en/huren/noordwijk-zh/1519315/kraaierslaan/,1400,52,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1520225/maanplein/,1415,81,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Bodegraven,https://www.huurwoningen.nl/en/huren/bodegraven/1491281/willem-de-zwijgerstraat/,1416,69,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Delft,https://www.huurwoningen.nl/en/huren/delft/1524553/de-groene-haven/,1420,99,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1521249/loosduinse-uitleg/,1425,89,2,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Capelle aan den IJssel,https://www.huurwoningen.nl/en/huren/capelle-aan-den-ijssel/1512653/wijde-wormer/,1460,107,3,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Lisse,https://www.huurwoningen.nl/en/huren/lisse/1494261/haven/,1500,52,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1520822/prinsegracht/,1500,63,1,Not present
https://www.huurwoningen.nl/en/in/leiden/?price=200-1500&radius=25&living_size=50&bedrooms=1&construction_year=1990-2025&sort=price&direction=asc,leiden,Den Haag,https://www.huurwoningen.nl/en/huren/den-haag/1523696/prinsegracht/,1500,71,1,Not present
